"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 19 03:35:06 GMT 2024","Fri Jan 19 03:35:10 GMT 2024","3934","Surefire suite","Surefire test","tests.StudyGuideTest","tests.StudyGuideTest","testExecutingWordHighlightingByDoubleClick","testExecutingWordHighlightingByDoubleClick",""
"passed","Fri Jan 19 03:36:22 GMT 2024","Fri Jan 19 03:36:25 GMT 2024","3289","Surefire suite","Surefire test","tests.TestListTest","tests.TestListTest","testRunTimedMode","testRunTimedMode",""
"passed","Fri Jan 19 03:36:09 GMT 2024","Fri Jan 19 03:36:11 GMT 2024","2041","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testTheSingleNonActiveCheckboxCanBeChecked","testTheSingleNonActiveCheckboxCanBeChecked",""
"broken","Fri Jan 19 03:34:49 GMT 2024","Fri Jan 19 03:34:49 GMT 2024","1","Surefire suite","Surefire test","tests.SearchTest","tests.SearchTest","createContextAndPage","createContextAndPage",""
"passed","Fri Jan 19 03:36:14 GMT 2024","Fri Jan 19 03:36:19 GMT 2024","4303","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testUponClickingCheckboxPointCountIncreases","testUponClickingCheckboxPointCountIncreases",""
"passed","Fri Jan 19 03:37:08 GMT 2024","Fri Jan 19 03:37:12 GMT 2024","3702","Surefire suite","Surefire test","tests.TestTutorTest","tests.TestTutorTest","testUserCanSeeTheRightAnswerAndTheExplanation","testUserCanSeeTheRightAnswerAndTheExplanation",""
"skipped","Fri Jan 19 03:34:49 GMT 2024","Fri Jan 19 03:34:49 GMT 2024","1","Surefire suite","Surefire test","tests.SearchTest","tests.SearchTest","testSearchByExistingKeyWord","testSearchByExistingKeyWord",""
"passed","Fri Jan 19 03:35:53 GMT 2024","Fri Jan 19 03:35:53 GMT 2024","215","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Fri Jan 19 03:37:02 GMT 2024","Fri Jan 19 03:37:05 GMT 2024","2614","Surefire suite","Surefire test","tests.TestTutorTest","tests.TestTutorTest","testUserCanMarkTheCard","testUserCanMarkTheCard",""
"passed","Fri Jan 19 03:36:04 GMT 2024","Fri Jan 19 03:36:06 GMT 2024","1913","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testStreaksModalWindowIsAppeared","testStreaksModalWindowIsAppeared",""
"failed","Fri Jan 19 03:37:16 GMT 2024","Fri Jan 19 03:37:20 GMT 2024","4283","Surefire suite","Surefire test","tests.TestTutorTest","tests.TestTutorTest","testUserIsAbleToRetrieveTestResults","testUserIsAbleToRetrieveTestResults",""
"passed","Fri Jan 19 03:35:45 GMT 2024","Fri Jan 19 03:35:45 GMT 2024","96","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Fri Jan 19 03:36:56 GMT 2024","Fri Jan 19 03:36:59 GMT 2024","3175","Surefire suite","Surefire test","tests.TestTutorTest","tests.TestTutorTest","testSuccessfulReportSubmission","testSuccessfulReportSubmission",""
"passed","Fri Jan 19 03:35:23 GMT 2024","Fri Jan 19 03:35:25 GMT 2024","2082","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testDeactivationOfAlreadyActiveSingleCheckbox","testDeactivationOfAlreadyActiveSingleCheckbox",""
"passed","Fri Jan 19 03:35:28 GMT 2024","Fri Jan 19 03:35:30 GMT 2024","1785","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testLocators","testLocators",""
"passed","Fri Jan 19 03:34:58 GMT 2024","Fri Jan 19 03:35:03 GMT 2024","4624","Surefire suite","Surefire test","tests.StudyGuideTest","tests.StudyGuideTest","testCreatingANote","testCreatingANote",""
"unknown","Fri Jan 19 03:34:17 GMT 2024","Fri Jan 19 03:34:17 GMT 2024","0","Surefire suite","Surefire test","tests.TestListTest","tests.TestListTest","testAfterMarkingTheCardTheNumberOfMarkedCardsIncreasedBy1","testAfterMarkingTheCardTheNumberOfMarkedCardsIncreasedBy1",""
"unknown","Fri Jan 19 03:34:17 GMT 2024","Fri Jan 19 03:34:17 GMT 2024","0","Surefire suite","Surefire test","tests.TestListTest","tests.TestListTest","testTutorModeWithRandomCheckboxInChapter","testTutorModeWithRandomCheckboxInChapter",""
"unknown","Fri Jan 19 03:34:17 GMT 2024","Fri Jan 19 03:34:17 GMT 2024","1","Surefire suite","Surefire test","tests.GmailTest","tests.GmailTest","testExtractGmailPasswordOauth2","testExtractGmailPasswordOauth2",""
"passed","Fri Jan 19 03:36:00 GMT 2024","Fri Jan 19 03:36:00 GMT 2024","99","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Fri Jan 19 03:36:29 GMT 2024","Fri Jan 19 03:36:31 GMT 2024","2244","Surefire suite","Surefire test","tests.TestListTest","tests.TestListTest","testTheSingleCheckboxCanBeChecked","TC1344-01 The single non-active Checkbox can be checked.","Objective: To verify that a non-active checkbox ca be successfully checked."
"passed","Fri Jan 19 03:36:46 GMT 2024","Fri Jan 19 03:36:48 GMT 2024","2144","Surefire suite","Surefire test","tests.ProfileTest","tests.ProfileTest","testAddNewCourseButtonNavigation","testAddNewCourseButtonNavigation",""
"skipped","Fri Jan 19 03:34:49 GMT 2024","Fri Jan 19 03:34:49 GMT 2024","1","Surefire suite","Surefire test","tests.SearchTest","tests.SearchTest","testSearchByNotExistingKeyWord","testSearchByNotExistingKeyWord",""
"passed","Fri Jan 19 03:36:41 GMT 2024","Fri Jan 19 03:36:43 GMT 2024","1926","Surefire suite","Surefire test","tests.MnemonicCardPracticeTest","tests.MnemonicCardPracticeTest","testOpeningMnemonicCardAfterStartingPractice","testOpeningMnemonicCardAfterStartingPractice",""
