"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 02:46:14 GMT 2024","Wed Jan 17 02:46:14 GMT 2024","108","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"unknown","Wed Jan 17 02:45:30 GMT 2024","Wed Jan 17 02:45:30 GMT 2024","0","Surefire suite","Surefire test","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testUserCanMarkCardsForRechecking","testUserCanMarkCardsForRechecking",""
"passed","Wed Jan 17 02:46:50 GMT 2024","Wed Jan 17 02:46:53 GMT 2024","3216","Surefire suite","Surefire test","tests.TestListTest","tests.TestListTest","testTutorModeWithRandomCheckboxInChapter","testTutorModeWithRandomCheckboxInChapter",""
"passed","Wed Jan 17 02:46:10 GMT 2024","Wed Jan 17 02:46:10 GMT 2024","64","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testLoginNavigation","testLoginNavigation",""
"passed","Wed Jan 17 02:46:58 GMT 2024","Wed Jan 17 02:47:00 GMT 2024","2217","Surefire suite","Surefire test","tests.TestListTest","tests.TestListTest","testTutorModeWithRandomCheckboxInDomain","TC1344-01 The single non-active Checkbox can be checked.","Objective: To verify that a non-active checkbox ca be successfully checked."
"passed","Wed Jan 17 02:46:22 GMT 2024","Wed Jan 17 02:46:22 GMT 2024","149","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Wed Jan 17 02:45:45 GMT 2024","Wed Jan 17 02:45:50 GMT 2024","4479","Surefire suite","Surefire test","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testUserCanMarkCardsForRecheckingRandom","testUserCanMarkCardsForRecheckingRandom",""
"passed","Wed Jan 17 02:45:55 GMT 2024","Wed Jan 17 02:45:58 GMT 2024","3462","Surefire suite","Surefire test","tests.FlashcardPacksTest","tests.FlashcardPacksTest","test_StartFlashCardPack","test_StartFlashCardPack",""
"unknown","Wed Jan 17 02:45:30 GMT 2024","Wed Jan 17 02:45:30 GMT 2024","0","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testUponClickingCheckboxPointCountIncreases","testUponClickingCheckboxPointCountIncreases",""
"passed","Wed Jan 17 02:46:36 GMT 2024","Wed Jan 17 02:46:36 GMT 2024","165","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Wed Jan 17 02:46:31 GMT 2024","Wed Jan 17 02:46:31 GMT 2024","127","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Wed Jan 17 02:46:18 GMT 2024","Wed Jan 17 02:46:18 GMT 2024","123","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Wed Jan 17 02:46:04 GMT 2024","Wed Jan 17 02:46:05 GMT 2024","1192","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testLocators","testLocators",""
"passed","Wed Jan 17 02:46:44 GMT 2024","Wed Jan 17 02:46:45 GMT 2024","1173","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testStreaksModalWindowIsAppeared","testStreaksModalWindowIsAppeared",""
"unknown","Wed Jan 17 02:45:30 GMT 2024","Wed Jan 17 02:45:30 GMT 2024","0","Surefire suite","Surefire test","tests.GmailTest","tests.GmailTest","testExtractGmailPasswordOauth2","testExtractGmailPasswordOauth2",""
"passed","Wed Jan 17 02:46:41 GMT 2024","Wed Jan 17 02:46:41 GMT 2024","156","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Wed Jan 17 02:45:35 GMT 2024","Wed Jan 17 02:45:40 GMT 2024","4928","Surefire suite","Surefire test","tests.StudyGuideTest","tests.StudyGuideTest","testCreatingANote","testCreatingANote",""
"passed","Wed Jan 17 02:47:13 GMT 2024","Wed Jan 17 02:47:15 GMT 2024","2729","Surefire suite","Surefire test","tests.TestTutorTest","tests.TestTutorTest","testUserCanSeeTheRightAnswerAndTheExplanation","testUserCanSeeTheRightAnswerAndTheExplanation",""
"unknown","Wed Jan 17 02:45:30 GMT 2024","Wed Jan 17 02:45:30 GMT 2024","0","Surefire suite","Surefire test","tests.MnemonicCardsTest","tests.MnemonicCardsTest","testUserCanRunAnyAvailableMnemonicCardsPack","testUserCanRunAnyAvailableMnemonicCardsPack",""
"unknown","Wed Jan 17 02:45:30 GMT 2024","Wed Jan 17 02:45:30 GMT 2024","1","Surefire suite","Surefire test","tests.TestListTest","tests.TestListTest","testRunTimedMode","testRunTimedMode",""
"passed","Wed Jan 17 02:47:05 GMT 2024","Wed Jan 17 02:47:08 GMT 2024","2582","Surefire suite","Surefire test","tests.TestTutorTest","tests.TestTutorTest","testUserCanMarkTheCard","testUserCanMarkTheCard",""
"passed","Wed Jan 17 02:46:27 GMT 2024","Wed Jan 17 02:46:27 GMT 2024","111","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
