"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 18 05:13:49 GMT 2024","Thu Jan 18 05:13:49 GMT 2024","787","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Thu Jan 18 05:13:24 GMT 2024","Thu Jan 18 05:13:31 GMT 2024","6980","Surefire suite","Surefire test","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testUserCanMarkCardsForRecheckingRandom","testUserCanMarkCardsForRecheckingRandom",""
"passed","Thu Jan 18 05:13:42 GMT 2024","Thu Jan 18 05:13:43 GMT 2024","539","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"unknown","Thu Jan 18 05:13:04 GMT 2024","Thu Jan 18 05:13:04 GMT 2024","0","Surefire suite","Surefire test","tests.TestListTest","tests.TestListTest","testRunTimedMode","testRunTimedMode",""
"passed","Thu Jan 18 05:13:17 GMT 2024","Thu Jan 18 05:13:22 GMT 2024","5429","Surefire suite","Surefire test","tests.StudyGuideTest","tests.StudyGuideTest","testCreatingANote","testCreatingANote",""
"passed","Thu Jan 18 05:13:32 GMT 2024","Thu Jan 18 05:13:35 GMT 2024","3426","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testDeactivationOfAlreadyActiveSingleCheckbox","testDeactivationOfAlreadyActiveSingleCheckbox",""
"passed","Thu Jan 18 05:13:37 GMT 2024","Thu Jan 18 05:13:39 GMT 2024","2487","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testLocators","testLocators",""
"unknown","Thu Jan 18 05:13:04 GMT 2024","Thu Jan 18 05:13:04 GMT 2024","0","Surefire suite","Surefire test","tests.GmailTest","tests.GmailTest","testExtractGmailPasswordOauth2","testExtractGmailPasswordOauth2",""
"unknown","Thu Jan 18 05:13:04 GMT 2024","Thu Jan 18 05:13:04 GMT 2024","1","Surefire suite","Surefire test","tests.FlashcardPacksTest","tests.FlashcardPacksTest","test_StartFlashCardPack","test_StartFlashCardPack",""
"unknown","Thu Jan 18 05:13:04 GMT 2024","Thu Jan 18 05:13:04 GMT 2024","0","Surefire suite","Surefire test","tests.TestListTest","tests.TestListTest","testAfterMarkingTheCardTheNumberOfMarkedCardsIncreasedBy1","testAfterMarkingTheCardTheNumberOfMarkedCardsIncreasedBy1",""
"passed","Thu Jan 18 05:13:06 GMT 2024","Thu Jan 18 05:13:07 GMT 2024","964","Surefire suite","Surefire test","tests.SearchTest","tests.SearchTest","testSearchByExistingKeyWord","testSearchByExistingKeyWord",""
"passed","Thu Jan 18 05:13:46 GMT 2024","Thu Jan 18 05:13:47 GMT 2024","962","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Thu Jan 18 05:13:41 GMT 2024","Thu Jan 18 05:13:41 GMT 2024","103","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testLoginNavigation","testLoginNavigation",""
"passed","Thu Jan 18 05:13:09 GMT 2024","Thu Jan 18 05:13:12 GMT 2024","2838","Surefire suite","Surefire test","tests.SearchTest","tests.SearchTest","testSearchByNotExistingKeyWord","testSearchByNotExistingKeyWord",""
"passed","Thu Jan 18 05:13:13 GMT 2024","Thu Jan 18 05:13:16 GMT 2024","2850","Surefire suite","Surefire test","tests.MnemonicCardsTest","tests.MnemonicCardsTest","testUserCanRunAnyAvailableMnemonicCardsPack","testUserCanRunAnyAvailableMnemonicCardsPack",""
"passed","Thu Jan 18 05:13:44 GMT 2024","Thu Jan 18 05:13:45 GMT 2024","1035","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
