"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 31 21:54:51 GMT 2024","Wed Jan 31 21:55:01 GMT 2024","9544","Dragon Tests","Smoke tests","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testAddToFlashCard","TC1349-01 - User can mark cards for re-checking (“Add to flashcards”).",""
"passed","Wed Jan 31 22:02:49 GMT 2024","Wed Jan 31 22:03:04 GMT 2024","15341","Dragon Tests","Smoke tests","tests.TestTutorTest","tests.TestTutorTest","testUserIsAbleToRetrieveTestResults","TC1352-01 Verify the user is able to retrieve test results","Objective: To confirm that users can access their test results successfully."
"passed","Wed Jan 31 21:53:53 GMT 2024","Wed Jan 31 21:53:53 GMT 2024","228","Dragon Tests","Smoke tests","tests.BronzeSubscriptionTest","tests.BronzeSubscriptionTest","testBronzeSubscriptionCourseShouldBeActive","testBronzeSubscriptionCourseShouldBeActive","To ensure that a user account has an active Bronze subscription course."
"passed","Wed Jan 31 21:57:49 GMT 2024","Wed Jan 31 21:58:17 GMT 2024","28120","Dragon Tests","Smoke tests","tests.PerformanceTest","tests.PerformanceTest","testDisplayingStatisticsForAllFlashcards","TC1357-01 - Displaying Statistics for All Flashcards.","Objective: To confirm the accurate display of statistics for all flashcards in the Performance section."
"passed","Wed Jan 31 21:58:48 GMT 2024","Wed Jan 31 21:58:48 GMT 2024","756","Dragon Tests","Smoke tests","tests.PerformanceTest","tests.PerformanceTest","testShowDropdownMenuInPerformanceSection","ТC1356-01 - The dropdown menu displaying statistics is opened.","Objective: To confirm the display of statistics for Tests in the Performance section."
"passed","Wed Jan 31 21:55:05 GMT 2024","Wed Jan 31 21:55:10 GMT 2024","5449","Dragon Tests","Smoke tests","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testFlashCardTurnedAfterClickingShowAnswerButton","TC1368-01 - Flashcard turned when clicking the “Show Answer” button.",""
"passed","Wed Jan 31 21:54:20 GMT 2024","Wed Jan 31 21:54:35 GMT 2024","15044","Dragon Tests","Smoke tests","tests.BronzeSubscriptionTest","tests.BronzeSubscriptionTest","testRunChapterTestsUnderPartialAccess","TC1371-01 - Running Tests with Available Question Amount for Chapter Under Partial Test Access","To verify the user's ability to start a test when the entered number of questions does not exceed the available question count in the test"
"passed","Wed Jan 31 22:02:41 GMT 2024","Wed Jan 31 22:02:45 GMT 2024","4788","Dragon Tests","Smoke tests","tests.TestTutorTest","tests.TestTutorTest","testUserCanSeeTheRightAnswerAndTheExplanation","testUserCanSeeTheRightAnswerAndTheExplanation",""
"passed","Wed Jan 31 22:00:58 GMT 2024","Wed Jan 31 22:00:59 GMT 2024","933","Dragon Tests","Smoke tests","tests.ProfileTest","tests.ProfileTest","testProfilePageDisplaysHeaders","TC1359-01 - Opening the Profile Page",""
"passed","Wed Jan 31 21:57:31 GMT 2024","Wed Jan 31 21:57:31 GMT 2024","182","Dragon Tests","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
