"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 31 22:38:55 GMT 2024","Wed Jan 31 22:39:00 GMT 2024","4454","Dragon Tests","Smoke tests","tests.ProfileTest","tests.ProfileTest","testPurchaseButtonNavigatesToStripeElement","TC1359-05 - Inputting Payment Information After Clicking 'Purchase'",""
"passed","Wed Jan 31 22:33:57 GMT 2024","Wed Jan 31 22:34:01 GMT 2024","3784","Dragon Tests","Smoke tests","tests.HomeTest","tests.HomeTest","testDeactivationOfAlreadyActiveSingleCheckbox","TC1341-02 - Deactivation of Already Active single Checkbox.","To verify the functionality where an active checkbox becomes inactive upon being clicked again."
"passed","Wed Jan 31 22:34:54 GMT 2024","Wed Jan 31 22:34:56 GMT 2024","1719","Dragon Tests","Smoke tests","tests.MnemonicCardsTest","tests.MnemonicCardsTest","testUserCanRunAnyAvailableMnemonicCardsPack","TC1355-01 - User can run any available Mnemonic cards pack.","Objective: To verify that the user can successfully access and open any available Mnemonic cards pack."
"passed","Wed Jan 31 22:35:19 GMT 2024","Wed Jan 31 22:35:20 GMT 2024","232","Dragon Tests","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Wed Jan 31 22:32:36 GMT 2024","Wed Jan 31 22:32:45 GMT 2024","9020","Dragon Tests","Smoke tests","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testAddToFlashCard","TC1349-01 - User can mark cards for re-checking (“Add to flashcards”).",""
"passed","Wed Jan 31 22:35:05 GMT 2024","Wed Jan 31 22:35:05 GMT 2024","202","Dragon Tests","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Wed Jan 31 22:35:00 GMT 2024","Wed Jan 31 22:35:00 GMT 2024","54","Dragon Tests","Smoke tests","tests.NavigationTest","tests.NavigationTest","testLoginNavigation","testLoginNavigation",""
"passed","Wed Jan 31 22:39:53 GMT 2024","Wed Jan 31 22:39:55 GMT 2024","2383","Dragon Tests","Smoke tests","tests.TestTimedTest","tests.TestTimedTest","testRunTimedMode","testRunTimedMode",""
"passed","Wed Jan 31 22:33:30 GMT 2024","Wed Jan 31 22:33:37 GMT 2024","6607","Dragon Tests","Smoke tests","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testUserCanLeaveYesMark","TC1368-02 - Possibility to leave a “Yes” mark.",""
"passed","Wed Jan 31 22:35:24 GMT 2024","Wed Jan 31 22:35:24 GMT 2024","208","Dragon Tests","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Wed Jan 31 22:34:16 GMT 2024","Wed Jan 31 22:34:17 GMT 2024","807","Dragon Tests","Smoke tests","tests.HomeTest","tests.HomeTest","testModalWindowStudyIsOpened","1342-01 The modal window is open when clicking the Study This button","To verify the modal window is open when clicking the Study This button."
"unknown","Wed Jan 31 22:31:20 GMT 2024","Wed Jan 31 22:31:20 GMT 2024","0","Dragon Tests","Smoke tests","tests.StudyGuideTest","tests.StudyGuideTest","testHighlightingMultipleWords","TC1363-02 - Highlighting Multiple Words","To confirm that the user can successfully highlight multiple words"
"passed","Wed Jan 31 22:40:29 GMT 2024","Wed Jan 31 22:40:33 GMT 2024","4688","Dragon Tests","Smoke tests","tests.TestTutorTest","tests.TestTutorTest","testUserCanMarkTheCard","TC1350-01 User can mark the card.","Objective: To confirm the functionality allowing the user to mark a card for review and verify the change in the button's label from 'Mark for review' to 'Remove from marked.'"
