"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 25 03:29:30 GMT 2024","Thu Jan 25 03:29:33 GMT 2024","2821","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testUponClickingCheckboxPointsCountIncreases","TC1365-01 - Upon clicking the empty checkbox, the point count increases.",""
"passed","Thu Jan 25 03:30:07 GMT 2024","Thu Jan 25 03:30:07 GMT 2024","195","Surefire suite","Surefire test","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Thu Jan 25 03:28:56 GMT 2024","Thu Jan 25 03:29:01 GMT 2024","4910","Surefire suite","Surefire test","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testFlashCardTurnedAfterClickingShowAnswerButton","TC1368-01 - Flashcard turned when clicking the “Show Answer” button.",""
"unknown","Thu Jan 25 03:28:41 GMT 2024","Thu Jan 25 03:28:41 GMT 2024","2","Surefire suite","Surefire test","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testAddToFlashCard","TC1349-01 - User can mark cards for re-checking (“Add to flashcards”).",""
"passed","Thu Jan 25 03:29:52 GMT 2024","Thu Jan 25 03:29:52 GMT 2024","192","Surefire suite","Surefire test","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Thu Jan 25 03:29:35 GMT 2024","Thu Jan 25 03:29:44 GMT 2024","9622","Surefire suite","Surefire test","tests.unit_api_tests.APIUnitTest","tests.unit_api_tests.APIUnitTest","testSignUpPromoAPI","testSignUpPromoAPI",""
"passed","Thu Jan 25 03:29:26 GMT 2024","Thu Jan 25 03:29:27 GMT 2024","1163","Surefire suite","Surefire test","tests.HomeTest","tests.HomeTest","testTheSingleNonActiveCheckboxCanBeChecked","LMS-1341 https://app.qase.io/plan/LMS/1?case=1341",""
"unknown","Thu Jan 25 03:28:41 GMT 2024","Thu Jan 25 03:28:41 GMT 2024","0","Surefire suite","Surefire test","tests.GmailTest","tests.GmailTest","testExtractGmailPasswordOauth2","testExtractGmailPasswordOauth2",""
"passed","Thu Jan 25 03:29:56 GMT 2024","Thu Jan 25 03:29:56 GMT 2024","219","Surefire suite","Surefire test","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Thu Jan 25 03:28:45 GMT 2024","Thu Jan 25 03:28:48 GMT 2024","2966","Surefire suite","Surefire test","tests.SearchTest","tests.SearchTest","testSearchByNotExistingKeyWord","TC1361-01 - Typing of not found text gives 'Nothing found. Try to use other keywords' message.",""
"passed","Thu Jan 25 03:30:03 GMT 2024","Thu Jan 25 03:30:03 GMT 2024","220","Surefire suite","Surefire test","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Thu Jan 25 03:30:14 GMT 2024","Thu Jan 25 03:30:14 GMT 2024","260","Surefire suite","Surefire test","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Thu Jan 25 03:29:33 GMT 2024","Thu Jan 25 03:29:33 GMT 2024","182","Surefire suite","Surefire test","tests.unit_api_tests.APIUnitTest","tests.unit_api_tests.APIUnitTest","testCRUDCallVerification","testCRUDCallVerification",""
"passed","Thu Jan 25 03:29:11 GMT 2024","Thu Jan 25 03:29:18 GMT 2024","6662","Surefire suite","Surefire test","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testUserCanLeaveYesMark","TC1368-02 - Possibility to leave a “Yes” mark.",""
"passed","Thu Jan 25 03:29:48 GMT 2024","Thu Jan 25 03:29:48 GMT 2024","96","Surefire suite","Surefire test","tests.NavigationTest","tests.NavigationTest","testLoginNavigation","testLoginNavigation",""
"passed","Thu Jan 25 03:28:51 GMT 2024","Thu Jan 25 03:28:53 GMT 2024","1325","Surefire suite","Surefire test","tests.MnemonicCardsTest","tests.MnemonicCardsTest","testUserCanRunAnyAvailableMnemonicCardsPack","TC1355-01 - User can run any available Mnemonic cards pack.",""
"passed","Thu Jan 25 03:30:10 GMT 2024","Thu Jan 25 03:30:10 GMT 2024","282","Surefire suite","Surefire test","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
