"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 01 18:28:24 GMT 2024","Thu Feb 01 18:28:24 GMT 2024","221","Dragon Tests","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Thu Feb 01 18:24:42 GMT 2024","Thu Feb 01 18:24:47 GMT 2024","4389","Dragon Tests","Smoke tests","tests.NewCustomerTest","tests.NewCustomerTest","testStreaksModalWindowTextVerification","TC1343-02 - Verification of Text in the 'Streaks' Modal Window","Objective: To confirm that the user can view points greater than 0 and the text indicating the number of streak days in the modal window."
"passed","Thu Feb 01 18:24:53 GMT 2024","Thu Feb 01 18:24:54 GMT 2024","225","Dragon Tests","Smoke tests","tests.BronzeSubscriptionTest","tests.BronzeSubscriptionTest","testBronzeSubscriptionCourseShouldBeActive","testBronzeSubscriptionCourseShouldBeActive","To ensure that a user account has an active Bronze subscription course."
"unknown","Thu Feb 01 18:24:37 GMT 2024","Thu Feb 01 18:24:37 GMT 2024","0","Dragon Tests","Smoke tests","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testUserCanLeaveYesMark","TC1368-02 - Possibility to leave a “Yes” mark.","Objective: Verify that the user can successfully leave a 'Yes' mark on a flashcard when the card is turned."
"passed","Thu Feb 01 18:26:27 GMT 2024","Thu Feb 01 18:26:31 GMT 2024","4878","Dragon Tests","Smoke tests","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testFlashCardTurnedAfterClickingShowAnswerButton","TC1368-01 - Flashcard turned when clicking the “Show Answer” button.","Objective: Verify that the user can see the Answer when the flashcard is turned."
"unknown","Thu Feb 01 18:24:37 GMT 2024","Thu Feb 01 18:24:37 GMT 2024","0","Dragon Tests","Smoke tests","tests.TestTutorTest","tests.TestTutorTest","testTestIsRunWhenOpenFromStudyGuide","TC1364-01 - Running Test in Study Guide with Gold Subscription","Objective: To confirm that users with a Gold subscription can successfully run a test in the Study Guide section."
"unknown","Thu Feb 01 18:24:37 GMT 2024","Thu Feb 01 18:24:37 GMT 2024","0","Dragon Tests","Smoke tests","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testUserCanLeaveNoMark","TC1374-01 - Possibility to leave a “No” mark.","Objective: Verify that the user can successfully leave a 'No' mark on a flashcard when the card is turned."
"passed","Thu Feb 01 18:26:13 GMT 2024","Thu Feb 01 18:26:21 GMT 2024","8495","Dragon Tests","Smoke tests","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testAddToFlashCard","TC1349-01 - User can mark cards for re-checking (“Add to flashcards”).","Objective: To confirm the user's ability to mark cards for re-checking and verify the increase in the count within the 'Marked for re-checking' flashcard section."
"passed","Thu Feb 01 18:28:29 GMT 2024","Thu Feb 01 18:28:30 GMT 2024","240","Dragon Tests","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","testNavigateToSubMenuItems",""
"passed","Thu Feb 01 18:32:29 GMT 2024","Thu Feb 01 18:32:32 GMT 2024","2813","Dragon Tests","Smoke tests","tests.TestTimedTest","tests.TestTimedTest","testRunTimedMode","testRunTimedMode",""
