"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 06 20:51:43 GMT 2024","Tue Feb 06 20:51:45 GMT 2024","2204","Dragon Tests","Smoke tests","tests.PaymentTest","tests.PaymentTest","testOpenChooseAProductModalByClickAGetButton","TC1359-03 - Opening the 'Choose a Product' Modal by Clicking 'Get' Button”.",""
"passed","Tue Feb 06 20:49:06 GMT 2024","Tue Feb 06 20:49:06 GMT 2024","253","Dragon Tests","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","TC0002 Verify that the user can navigate within the application.",""
"passed","Tue Feb 06 20:47:39 GMT 2024","Tue Feb 06 20:47:59 GMT 2024","20093","Dragon Tests","Smoke tests","tests.HomeTest","tests.HomeTest","testE2EDeactivationCheckboxWithAllCheckboxesActive","TC1341-04-E2E - Deactivation of a single Already Active Checkbox when all checkboxes are active does not impact the main checkbox functionality.","LMS-1341 Нажатие чекбоксов, https://app.qase.io/plan/LMS/1?case=1341To verify that the deactivated single checkbox can be checked again and the amount of points is decreasing and increasing accordingly."
"passed","Tue Feb 06 20:45:31 GMT 2024","Tue Feb 06 20:45:36 GMT 2024","4594","Dragon Tests","Smoke tests","tests.BronzeSubscriptionTest","tests.BronzeSubscriptionTest","testRunDomainsTestsUnderPartialAccess","TC1369-01 - Running Domains tests under a Bronze subscription with partial test access. Valid.","LMS-1369 Доступность для юзера доменов в тестах. Valid. https://app.qase.io/case/LMS-1369 .To ensure the user can start a domains tests only if the number of questions they enter is within the available question count."
"passed","Tue Feb 06 20:44:55 GMT 2024","Tue Feb 06 20:44:59 GMT 2024","3851","Dragon Tests","Smoke tests","tests.BronzeSubscriptionTest","tests.BronzeSubscriptionTest","testNotRunDomainsTestsLimitValidation","TC1346-01 - User can’t run Domains tests if requested amount of questions exceeds the available amount of questions in the test","LMS-1346 Доступность для юзера доменов в тестах. Invalid. https://app.qase.io/case/LMS-1346  To verify that the user cannot run tests if the entered amount of questions exceeds the actual number of questions in the test section."
"passed","Tue Feb 06 20:49:35 GMT 2024","Tue Feb 06 20:50:10 GMT 2024","35009","Dragon Tests","Smoke tests","tests.PerformanceTest","tests.PerformanceTest","testDisplayingStatisticsForAllFlashcards","TC1357-01 - Displaying Statistics for All Flashcards.","LMS-1357 Получение статистики по стопкам. https://app.qase.io/plan/LMS/1?case=1357   Objective: To confirm the accurate display of statistics for all flashcards in the Performance section."
"passed","Tue Feb 06 20:49:29 GMT 2024","Tue Feb 06 20:49:29 GMT 2024","222","Dragon Tests","Smoke tests","tests.NavigationTest","tests.NavigationTest","testNavigateToSubMenuItems","TC0002 Verify that the user can navigate within the application.",""
"unknown","Tue Feb 06 20:43:59 GMT 2024","Tue Feb 06 20:43:59 GMT 2024","1","Dragon Tests","Smoke tests","tests.TestTutorTest","tests.TestTutorTest","testSuccessfulReportSubmission","TC1351-01 - Successful Report Submission by User.","LMS-1351 Возможность для юзера отправлять репорты. https://app.qase.io/case/LMS-1351Objective: To validate that users can report problems successfully by initiating the 'Report a Problem' function."
"passed","Tue Feb 06 20:48:05 GMT 2024","Tue Feb 06 20:48:05 GMT 2024","390","Dragon Tests","Smoke tests","tests.HomeTest","tests.HomeTest","testModalWindowStudyIsOpened","TC1342-01 The modal window is open when clicking the Study This button","LMS-1342 https://app.qase.io/plan/LMS/1?case=1342To verify the modal window is open when clicking the Study This button."
"passed","Tue Feb 06 20:44:32 GMT 2024","Tue Feb 06 20:44:47 GMT 2024","15740","Dragon Tests","Smoke tests","tests.BronzeSubscriptionTest","tests.BronzeSubscriptionTest","testChapterTestLimitValidation","TC1370-01 - User can’t run Chapters tests if the entered amount of questions exceeds the available amount of questions.","LMS-1370 Доступность для юзера чаптеров в тестах. Invalid. https://app.qase.io/case/LMS-1370 To verify that the user cannot run tests if the entered amount of questions exceeds the actual number of questions in the test section."
"passed","Tue Feb 06 20:50:58 GMT 2024","Tue Feb 06 20:51:37 GMT 2024","38386","Dragon Tests","Smoke tests","tests.PaymentTest","tests.PaymentTest","testE2EPurchaseLifeTimeCourse","TC1359-06 - Submitting Payment with Valid Credit Card",""
"passed","Tue Feb 06 20:47:17 GMT 2024","Tue Feb 06 20:47:20 GMT 2024","3058","Dragon Tests","Smoke tests","tests.HomeTest","tests.HomeTest","testDeactivationOfActiveSingleCheckbox","TC1341-02 - Deactivation of Already Active single Checkbox.","LMS-1341 Нажатие чекбоксов, https://app.qase.io/plan/LMS/1?case=1341To verify the functionality where an active checkbox becomes inactive upon being clicked again."
"passed","Tue Feb 06 20:45:59 GMT 2024","Tue Feb 06 20:46:06 GMT 2024","7528","Dragon Tests","Smoke tests","tests.FlashcardPacksTest","tests.FlashcardPacksTest","testFlashCardTurnedAfterClickingShowAnswerButton","TC1368-01 - Flashcard turned when clicking the “Show Answer” button.","LMS-1368 Возможность оставлять пометки yes. https://app.qase.io/plan/LMS/1?case=1368  Objective: Verify that the user can see the Answer when the flashcard is turned."
"passed","Tue Feb 06 20:54:55 GMT 2024","Tue Feb 06 20:55:09 GMT 2024","14241","Dragon Tests","Smoke tests","tests.TestTutorTest","tests.TestTutorTest","testTutorModeWithRandomCheckboxInChapter","TC1344-03 - Execute Tutor Mode with a randomly selected checkbox in the Chapter section","LMS-1344 Запуск tutor. https://app.qase.io/case/LMS-1344Objective: To verify that the User can successfully activate Tutor mode by checking a random checkboxin the Chapter section and entering valid data in the ‘Number of Questions’ field"
"passed","Tue Feb 06 20:51:57 GMT 2024","Tue Feb 06 20:52:01 GMT 2024","4113","Dragon Tests","Smoke tests","tests.PaymentTest","tests.PaymentTest","testPurchaseButtonOpensStripeElement","TC1359-05 - Inputting Payment Information After Clicking 'Purchase'",""
